";1contract","Draft a simple, clear freelance/consulting contract between me ([your name / business name]) and [client name]. This is for [describe the project/service]. Include these sections:<br />1. Scope of Work: [describe deliverables]<br />2. Timeline: [start date, milestones, end date]<br />3. Payment Terms: [total fee or rate, payment schedule, late payment penalty]<br />4. Revisions: [number of rounds included, cost of additional revisions]<br />5. Intellectual Property: [who owns the work upon completion]<br />6. Confidentiality: Basic mutual NDA clause<br />7. Termination: How either party can end the agreement and what happens with payment<br />8. Liability: Reasonable limitation of liability<br />9. Signatures and date lines<br />Write it in plain English — not legalese. Note: I understand this isn't legal advice and I should have a lawyer review it.","15. Contract Draft (Freelance/Consulting)"
";battlecard","Create a competitive battlecard comparing my [product/service] against [competitor 1] and [competitor 2]. My target buyer is [describe]. Here's what I know:<br />My offering: [describe features, pricing, strengths]<br />Competitor 1: [what you know about them]<br />Competitor 2: [what you know about them]<br />Format the battlecard as: (1) Quick comparison table (features, pricing, support, ideal for), (2) Where I win — my key differentiators, (3) Where they win — be honest, (4) How to handle ""why not [competitor]?"" — talk tracks for each competitor, (5) Killer questions to ask prospects that expose competitor weaknesses. Make it something my sales team (or just me) can reference on a live call.","11. Competitive Battlecard"
";casestudy","Write a case study based on this client project:<br />Client: [client name or anonymized description]<br />Industry: [their industry]<br />Problem: [what they were struggling with before]<br />What I did: [describe your work]<br />Results: [specific outcomes — numbers, timelines, quotes]<br />Structure: (1) Headline — result-focused, (2) The Challenge — paint the before picture, (3) The Solution — what I did and how, (4) The Results — lead with the biggest number, (5) Client quote (write a realistic one I can get approved or replace), (6) CTA for the reader. Write it for [where it'll be used — website, PDF, LinkedIn post, proposal appendix]. Length: [300 / 500 / 800] words.","08. Case Study / Client Success Story"
";eventinv","Write an invitation email for [event name], a [type: webinar/workshop/live Q&A] I'm hosting on [date] at [time + timezone]. The topic is [topic]. The audience is [who it's for]. Key takeaways attendees will walk away with: [list 2-3 things]. Include a clear CTA to register at [link or ""link below""]. Create urgency without being cheesy — mention limited spots or a replay policy. Subject line options included (give me 3).","04. Event/Webinar Invitation Email"
";objhandle","I sell [your product/service] to [your target customer]. The 5 most common objections I hear are:<br />1. [Objection 1 — e.g., ""It's too expensive""]<br />2. [Objection 2 — e.g., ""I need to think about it""]<br />3. [Objection 3 — e.g., ""I can do this myself""]<br />4. [Objection 4 — e.g., ""I've been burned before""]<br />5. [Objection 5 — e.g., ""The timing isn't right""]<br />For each objection, write: (1) A 1-sentence acknowledgment (show I hear them), (2) A reframe that shifts their perspective, (3) A proof point or example I can use (suggest what type — case study, stat, analogy), (4) A transition question that moves the conversation forward. These should sound natural, not scripted.","06. Objection Handling Scripts (Top 5 Objections)"
";partnerout","Write an email to [potential partner — name/company] proposing a [type of partnership — co-marketing, affiliate, referral, bundle, joint webinar, etc.]. My business is [describe]. Their business is [describe]. The overlap: [why this makes sense for both audiences]. Propose a specific idea: [your partnership idea]. Make it clear what's in it for them (lead with their benefit). Keep it under 150 words. End with a soft CTA — suggest a quick call to explore.","09. Partnership Outreach Email"
";pitchdeck","Write the speaker notes / script for a 10-slide pitch deck for [your business]. I'm pitching to [audience — investors, potential clients, partners]. Here's my business in a nutshell: [2-3 sentences]. For each slide, give me: (1) Slide title, (2) 2-3 bullet points of what should appear visually on the slide, (3) The 30-60 second talk track — what I should actually say while this slide is up. Slides should cover: problem, solution, how it works, traction/results, market size (if for investors), pricing, team/credibility, case study, and CTA.","07. Pitch Deck Script (10 Slides)"
";politeno","Write a short, gracious email declining [describe what you're turning down — a partnership offer, speaking invite, collaboration, etc.] from [person/company name]. I'm declining because [your real reason, e.g., ""it doesn't align with my current priorities"" or ""I'm at capacity""]. Leave the relationship intact and suggest reconnecting in [timeframe]. Under 60 words.","03. Polite ""No"" to an Unwanted Opportunity"
";pricingstrat","Help me think through my pricing strategy. Here's my situation:<br />- I sell: [describe your offer]<br />- Current pricing: [your current price/model]<br />- Target market: [who buys from you]<br />- Competitor pricing: [what you know]<br />- My costs: [what it costs you to deliver]<br />- My goal: [what you want — more revenue, more clients, higher margins, etc.]<br />Analyze: (1) Am I leaving money on the table? (2) What pricing model best fits my business (hourly, project, retainer, subscription, tiered, value-based)? (3) How could I restructure my offer to increase perceived value without increasing my workload? (4) Should I raise prices — and if so, how and by how much? (5) How to grandfather existing clients, (6) How to communicate a price increase. Give me a specific recommendation with a rollout plan.","16. Pricing Strategy Analysis"
";renewal","Write an email to [client name / past client segment] who [hasn't renewed their subscription / we haven't worked together in 6+ months / their contract is ending soon]. Goal: get them to [renew / rebook / hop on a call]. Reference our past work together: [describe what we did and the results]. Acknowledge the gap without being needy. Share something new: [a new service, feature, result, or improvement since we last worked together]. Make the CTA low-commitment: a quick call to catch up, not a hard sell. Under 130 words.","14. Client Renewal / Re-Engagement Email"
";salesemail","Write a sales email to [lead name] who [describe how they became a lead — downloaded my guide, attended my webinar, replied to a LinkedIn post, was referred by someone]. I want to convert them into a [call / paid client / trial user]. Reference their specific action: [what they did]. Briefly explain how [your product/service] helps with [their likely problem]. End with one clear CTA — suggest a specific time or ask one qualifying question. Under 100 words. Subject line included.","05. Sales Email for a Warm Lead"
";salesprop","Write a sales proposal for [prospect company name]. I'm offering [your service/product] to solve their problem of [describe their pain point]. Here's what I know about them: [any context — their size, industry, current situation, what they told you on a call]. The proposal should include: (1) Executive summary — restate their problem and how I solve it, (2) Scope of work — what's included (and what's not), (3) Timeline — [estimated timeline], (4) Investment — [your pricing / pricing tiers], (5) Why me — 2-3 reasons to choose me over alternatives (use these proof points: [results, testimonials, experience]), (6) Next steps and CTA. Tone: professional but human. No corporate jargon.","01. Sales Proposal (Full Draft)"
";subjectlines","Generate 30 email subject lines for my [type of business/newsletter] audience. Topic areas I email about: [list 3-5 topics]. The goal is to maximize open rates. Give me a mix of: curiosity-driven, benefit-driven, urgency-driven, personal/story-based, contrarian/hot take, and question-based. Keep them under 50 characters when possible. Flag which ones would work best for [cold email / newsletter / sales sequence / re-engagement]. No clickbait that doesn't deliver — every subject line should match real content I could write.","13. Email Subject Lines (Batch of 30)"
";upsell","Write an email to my existing client [client name or segment] who currently uses [what they currently buy from you]. I want to upsell them to [the higher-tier service/add-on]. The additional value: [what they get and why it matters]. Trigger this based on: [why now is the right time — e.g., ""they've been with me 3 months,"" ""they just hit a milestone,"" ""they mentioned struggling with X""]. Tone: helpful, not pushy. Frame it as ""I noticed an opportunity for you"" not ""buy more stuff.""","10. Upsell Email to Existing Clients"
";warmintro","Write an email to [person you know] asking them to introduce me to [person you want to meet] at [their company]. Give context: I want the intro because [reason — potential partnership, client opportunity, podcast guest, etc.]. Make it easy for [person you know] to forward — include a short blurb about me they can copy-paste into the intro. Keep the ask light and make it clear there's no pressure.","02. Warm Introduction Request"
";welcomeseq","Write a 5-email welcome sequence for new subscribers to my [newsletter / email list / product]. They signed up because [how — e.g., ""they downloaded my free guide on X""]. My goal over these 5 emails is to [build trust / sell my product / get them to book a call].<br />Email 1 (Day 0): Deliver the promised thing + set expectations for what's coming<br />Email 2 (Day 1): Share my story / establish credibility — use this: [your background or origin story]<br />Email 3 (Day 3): Deliver massive value — teach something related to [topic of their lead magnet]<br />Email 4 (Day 5): Social proof + soft pitch — use these results: [your testimonials or case study]<br />Email 5 (Day 7): Direct pitch with urgency for [your offer]<br />Include subject lines for each. Tone: [describe]. Each email under 250 words.","12. Email Welcome Sequence (5 Emails)"
