";blogoutline","Create a detailed blog post outline for the keyword ""[your target keyword]."" My site is [your site/niche]. The target audience is [who]. The search intent behind this keyword is [informational / commercial / transactional — or just describe what the searcher wants]. Give me: a working title (under 60 characters), meta description (under 155 characters), H2 and H3 subheadings, 2-3 bullet points under each section describing what to cover, a suggested internal link opportunity to [existing content you have], and a CTA at the end pointing to [your product/service/lead magnet].","01. Blog Post Outline (SEO-Optimized)"
";contentideas","Generate 20 content ideas for my [platform — LinkedIn/Twitter/blog/newsletter] about [your niche/expertise]. My audience is [describe them]. Content I've already done well: [list 2-3 past hits and why they worked — e.g., ""a post about firing my first client got 50K views because it was raw and relatable""]. For each idea, give me: (1) the topic angle, (2) a suggested hook/first line, (3) the content format (story, listicle, hot take, framework, case study, how-to), (4) why this would resonate with my audience. Mix evergreen and timely ideas.","07. Content Idea Generator (Batch of 20)"
";faqpage","Write a comprehensive FAQ page for [your product/service/business]. My customers are [describe]. The most common questions I get are:<br />[List every question you can think of, even rough ones]<br />For each question, write a clear, concise answer (2-4 sentences max). Tone: [helpful and friendly / professional / casual and direct]. Organize them into logical categories (e.g., Getting Started, Pricing, Technical, Account, Refunds). If I missed obvious questions that a customer of a [your type of business] would ask, add those too. End each answer with a next step when appropriate (e.g., ""Contact us at [email]"" or ""See our [page] for more details"").","11. FAQ Page (Complete Draft)"
";fbadcopy","Write 3 variations of ad copy for a [Facebook / Instagram] ad promoting [your offer]. Target audience: [describe]. The offer: [what they get — free guide, discount, trial, etc.]. For each variation, write: (1) Primary text (the main copy — one short-form under 50 words, one medium under 100 words, one long-form storytelling under 150 words), (2) Headline (under 40 characters), (3) Description line, (4) CTA button suggestion. Each variation should use a different angle: [e.g., pain point, aspiration, social proof, curiosity, urgency]. Include a hook in the first line of each that stops the scroll.","08. Facebook/Instagram Ad Copy (3 Variations)"
";googleads","Write 5 Google Search ad variations for the keyword ""[your target keyword]."" I'm advertising [your product/service] to [target audience]. My landing page URL is [URL]. For each ad, write: (1) Headline 1 (max 30 characters, include keyword), (2) Headline 2 (max 30 characters, include benefit), (3) Headline 3 (max 30 characters, CTA), (4) Description 1 (max 90 characters), (5) Description 2 (max 90 characters). Focus on: what makes my offer different from the other ads they'll see, strong CTAs, and matching the search intent behind that keyword.","09. Google Ads Copy (5 Variations)"
";igcarousel","Write the text for a 10-slide Instagram carousel about [topic — e.g., ""5 pricing mistakes freelancers make""]. Slide 1 is the hook/title slide — make it bold and curiosity-driven. Slides 2-9 cover the content — one key point per slide, short sentences, punchy language. Slide 10 is the CTA: [what you want them to do — follow, save, visit link in bio, comment]. Also suggest what the visual style should be for each slide (e.g., bold text on color background, screenshot, diagram, etc.). My brand voice is [describe — e.g., ""direct, slightly irreverent, expert but approachable""].","02. Instagram Carousel Script (10 Slides)"
";newsletter","Write a newsletter issue for my [newsletter name] audience of [describe subscribers]. This week's topic: [topic]. Structure: (1) Subject line — give me 3 options, (2) Opening hook — a story, stat, or hot take that makes them keep reading (3-4 sentences), (3) Main content — the meat of the insight, lesson, or framework (300-400 words), (4) One actionable takeaway they can implement today, (5) CTA to [your product, service, or ask]. Tone: [describe — e.g., ""like a smart friend emailing you, not a brand""]. Total length: under 600 words.","03. Newsletter Issue Draft"
";onboardseq","Write a 4-email onboarding sequence for a new client who just purchased [your service/product]. Their name is [use ""[Client Name]"" as placeholder].<br />Email 1 (Immediately): Welcome + what happens next — set expectations for timeline, process, first steps. Include any links/resources they need access to.<br />Email 2 (Day 2): Quick-start guide — the 3 most important things they should do or know right now to get value fast.<br />Email 3 (Day 7): Check-in — ask how things are going, pre-empt common early questions (these are: [list 2-3 common early questions]).<br />Email 4 (Day 14): Feedback request + first win celebration — ask what's working, share tips for [next milestone].<br />Tone: [professional but warm / casual and supportive]. Include subject lines.","12. Client Onboarding Email Sequence (4 Emails)"
";podcastdesc","Write a podcast episode description and show notes for Episode [number] of [podcast name]. The guest is [guest name], who is [their title/credibility]. We talked about: [list 3-5 topics covered]. Write: (1) A 2-3 sentence description for podcast apps that hooks listeners into pressing play, (2) Full show notes with timestamps (I'll fill in the times — just create placeholder markers), key quotes from the conversation, and (3) Links section: guest's [website/social/resources mentioned]. Include 3 subject line options if this also goes out as an email.","06. Podcast Episode Description & Show Notes"
";repurpose","Here's a long piece of content I wrote (blog post / newsletter / podcast transcript):<br />[Paste the full content here]<br />Extract 10 standalone social media posts from this content. For each post, tell me which platform it's best suited for (LinkedIn, Twitter/X, or Instagram). Each post should work on its own — someone who never read the original should still get value. Vary the formats: some opinion-based, some listicles, some story-driven, some with a question to drive engagement.","05. Repurpose Long Content into Social Posts"
